Area,BHK,Bathroom,Furnishing,Location,District,Locality,Parking,Status,Transaction,Type,Price
810,3,2,Semi-Furnished,Shahdara,Shahdara,"Yamuna Vihar, Shahdara",1,Ready_to_move,Resale,Builder_Floor,6000000
750,1,2,Semi-Furnished,Shahdara,Shahdara,"Yamuna Vihar, Shahdara",1,Ready_to_move,Resale,Builder_Floor,6400000
376.7365,1,1,Semi-Furnished,Shahdara,Shahdara,"Yamuna Vihar, Shahdara",1,Ready_to_move,New_Property,Apartment,3000000
713,2,2,Semi-Furnished,Shahdara,Shahdara,"Yamuna Vihar, Shahdara",1,Ready_to_move,New_Property,Builder_Floor,6000000
900,2,2,Semi-Furnished,Shahdara,Shahdara,"Yamuna Vihar, Shahdara",1,Ready_to_move,Resale,Apartment,6500000
1200,2,2,Semi-Furnished,Alaknanda,South Delhi,Alaknanda,2,Ready_to_move,Resale,Apartment,17500000
1400,2,2,Semi-Furnished,Alaknanda,South Delhi,Alaknanda,2,Ready_to_move,Resale,Apartment,14000000
450,1,1,Semi-Furnished,Alaknanda,South Delhi,Alaknanda,1,Ready_to_move,Resale,Builder_Floor,3000000
1400,3,3,Semi-Furnished,Alaknanda,South Delhi,Alaknanda,1,Ready_to_move,Resale,Apartment,19000000
1200,2,2,Semi-Furnished,Alaknanda,South Delhi,Alaknanda,2,Ready_to_move,Resale,Apartment,17500000
1400,2,2,Semi-Furnished,Alaknanda,South Delhi,Alaknanda,2,Ready_to_move,Resale,Apartment,14000000
450,1,1,Semi-Furnished,Alaknanda,South Delhi,Alaknanda,1,Ready_to_move,Resale,Builder_Floor,3000000
1400,3,3,Semi-Furnished,Alaknanda,South Delhi,Alaknanda,1,Ready_to_move,Resale,Apartment,19000000
600,2,2,Semi-Furnished,Lajpat Nagar,South Delhi,"Amar Colony, Lajpat Nagar",1,Ready_to_move,New_Property,Builder_Floor,11500000
900,2,2,Semi-Furnished,Lajpat Nagar,South Delhi,"Amar Colony, Lajpat Nagar",2,Ready_to_move,New_Property,Builder_Floor,13000000
1500,3,3,Semi-Furnished,Mehrauli,South Delhi,"Andheria Mor, Mehrauli",1,Ready_to_move,New_Property,Apartment,8400000
2700,4,3,Semi-Furnished,Greater Kailash,South Delhi,"APL Builder Floor, Greater Kailash 1",1,Ready_to_move,New_Property,Builder_Floor,60000000
2700,4,3,Semi-Furnished,Greater Kailash,South Delhi,"APL Builder Floor, Greater Kailash 1",1,Ready_to_move,New_Property,Builder_Floor,60000000
630,2,2,Semi-Furnished,Sheikh Sarai,South Delhi,"Apna Apartments, Savitri Nagar Village, Sheikh Sarai",1,Ready_to_move,Resale,Builder_Floor,4600000
968.751,2,2,Semi-Furnished,Alaknanda,South Delhi,"Aravali Apartments, Alaknanda",2,Ready_to_move,Resale,Apartment,15000000
968.751,2,2,Semi-Furnished,Alaknanda,South Delhi,"Aravali Apartments, Alaknanda",2,Ready_to_move,Resale,Apartment,15000000
825,3,2,Semi-Furnished,Chhattarpur,South Delhi,"Aravali Tower, Chhattarpur",1,Ready_to_move,New_Property,Builder_Floor,5990000
1250,3,3,Semi-Furnished,Chittaranjan Park,South Delhi,"Arya Chittaranjan Park, Chittaranjan Park",1,Almost_ready,New_Property,Builder_Floor,25500000
950,3,2,Semi-Furnished,Chhattarpur,South Delhi,Chhattarpur,,Almost_ready,New_Property,Builder_Floor,7090000
1800,3,4,Semi-Furnished,Chhattarpur,South Delhi,Chhattarpur,2,Almost_ready,New_Property,Apartment,63000000
950,3,2,Semi-Furnished,Chhattarpur,South Delhi,Chhattarpur,2,Almost_ready,New_Property,Builder_Floor,6990000
800,2,2,Semi-Furnished,Chhattarpur,South Delhi,Chhattarpur,1,Ready_to_move,New_Property,Apartment,4400000
800,2,2,Semi-Furnished,Chhattarpur,South Delhi,Chhattarpur,1,Ready_to_move,New_Property,Builder_Floor,3000000
675,2,2,Semi-Furnished,Chhattarpur,South Delhi,Chhattarpur,1,Ready_to_move,New_Property,Builder_Floor,2800000
650,2,2,Semi-Furnished,Chhattarpur,South Delhi,Chhattarpur,1,Ready_to_move,Resale,Builder_Floor,2500000
900,3,2,Semi-Furnished,Chhattarpur,South Delhi,Chhattarpur,1,Ready_to_move,New_Property,Builder_Floor,4900000
950,3,2,Semi-Furnished,Chhattarpur,South Delhi,Chhattarpur,1,Almost_ready,New_Property,Builder_Floor,7020000
900,2,2,Semi-Furnished,Chhattarpur,South Delhi,Chhattarpur,1,Ready_to_move,New_Property,Builder_Floor,3500000
1500,3,3,Semi-Furnished,Chhattarpur,South Delhi,Chhattarpur,1,Ready_to_move,New_Property,Builder_Floor,7000000
1300,3,3,Semi-Furnished,Chhattarpur,South Delhi,Chhattarpur,1,Ready_to_move,New_Property,Builder_Floor,4400000
3600,2,2,Semi-Furnished,Chhattarpur,South Delhi,"Chhattarpur carpet area 400 sqyrd status Ready to Move transaction New Property furnishing Semi-Furnished car parking 1 Covered, 1 Open bathroom 2 balcony 1 Newly Constructed Property It's a Ground floor Builder Floor Apartment in a building of total 4 floors. The Builder Floor Apartment is newly constructed. Prime facilities are easily accessible from this place with Oxford Angel Public School (0 km ). Other key neighbourhood are Abdul Gaffar Khan Market (0 km ). read more Contact Agent View Phone No. Share Feedback Home Hunt Has Maximum Property Options Is the Top Agent of the Locality Is Trusted by All Users 4 Property Options in Chhattarpur CRISIL Rating Operating Since 2011 No of employees 5 Home Hunt Certified Agent Locality Superstar Chhattarpur 500+ Buyers Served",1,Ready_to_move,New_Property,Builder_Floor,4500000
1800,4,4,Semi-Furnished,Chhattarpur,South Delhi,Chhattarpur Enclave Phase2,1,Ready_to_move,Resale,Builder_Floor,12500000
1800,4,4,Semi-Furnished,Chhattarpur,South Delhi,Chhattarpur Enclave Phase2,1,Ready_to_move,New_Property,Builder_Floor,8500000
700,2,2,Semi-Furnished,Chhattarpur,South Delhi,Chhattarpur Enclave Phase2,1,Ready_to_move,New_Property,Builder_Floor,3000000
500,2,1,Semi-Furnished,Chhattarpur,South Delhi,Chhattarpur Enclave Phase2,2,Ready_to_move,Resale,Apartment,7000000
1035,3,3,Semi-Furnished,Chhattarpur,South Delhi,Chhattarpur Enclave Phase2,1,Ready_to_move,New_Property,Builder_Floor,4500000
580,1,1,Semi-Furnished,Chhattarpur,South Delhi,Chhattarpur Enclave Phase2,1,Ready_to_move,New_Property,Builder_Floor,1600000
1750,3,3,Semi-Furnished,Chhattarpur,South Delhi,Chhattarpur Enclave Phase2,1,Ready_to_move,New_Property,Builder_Floor,6500000
1600,3,3,Semi-Furnished,Chittaranjan Park,South Delhi,Chittaranjan Park,2,Ready_to_move,New_Property,Builder_Floor,33500000
2600,4,5,Semi-Furnished,Chittaranjan Park,South Delhi,Chittaranjan Park,3,Ready_to_move,New_Property,Builder_Floor,62500000
1700,3,3,Semi-Furnished,Chittaranjan Park,South Delhi,Chittaranjan Park,2,Ready_to_move,New_Property,Builder_Floor,47500000
1116,3,3,Semi-Furnished,Chittaranjan Park,South Delhi,Chittaranjan Park,1,Ready_to_move,Resale,Builder_Floor,14700000
1070,2,3,Semi-Furnished,Chittaranjan Park,South Delhi,Chittaranjan Park,1,Ready_to_move,New_Property,Builder_Floor,18000000
1200,3,3,Semi-Furnished,Chittaranjan Park,South Delhi,Chittaranjan Park,1,Ready_to_move,New_Property,Builder_Floor,22500000
1450,3,3,Semi-Furnished,Chittaranjan Park,South Delhi,Chittaranjan Park,1,Ready_to_move,Resale,Builder_Floor,22500000
1000,2,2,Semi-Furnished,Chittaranjan Park,South Delhi,Chittaranjan Park,1,Ready_to_move,Resale,Apartment,7500000
2625,4,5,Semi-Furnished,Chittaranjan Park,South Delhi,Chittaranjan Park,2,Ready_to_move,New_Property,Builder_Floor,60000000
1800,4,4,Semi-Furnished,Chittaranjan Park,South Delhi,Chittaranjan Park,2,Ready_to_move,New_Property,Builder_Floor,40000000
125,3,3,Semi-Furnished,Chittaranjan Park,South Delhi,Chittaranjan Park,2,Ready_to_move,New_Property,Builder_Floor,11500000
1440,3,3,Semi-Furnished,Chittaranjan Park,South Delhi,Chittaranjan Park,2,Ready_to_move,New_Property,Builder_Floor,22500000
1900,3,4,Semi-Furnished,Chittaranjan Park,South Delhi,Chittaranjan Park,2,Ready_to_move,New_Property,Builder_Floor,28500000
1800,3,3,Semi-Furnished,Chittaranjan Park,South Delhi,Chittaranjan Park,2,Ready_to_move,Resale,Builder_Floor,29000000
1200,3,2,Semi-Furnished,Chittaranjan Park,South Delhi,Chittaranjan Park,1,Ready_to_move,Resale,Builder_Floor,15500000
1200,3,3,Semi-Furnished,Chittaranjan Park,South Delhi,Chittaranjan Park,1,Ready_to_move,Resale,Builder_Floor,16500000
1050,3,2,Semi-Furnished,Chittaranjan Park,South Delhi,Chittaranjan Park,3,Ready_to_move,Resale,Builder_Floor,12500000
875,3,3,Semi-Furnished,Chittaranjan Park,South Delhi,Chittaranjan Park,3,Ready_to_move,New_Property,Builder_Floor,17500000
1200,3,3,Semi-Furnished,Chittaranjan Park,South Delhi,Chittaranjan Park carpet area 1200 sqft status Ready to Move floor 2 out of 4 floors transaction New Property furnishing Semi-Furnished facing North - East overlooking Garden/Park bathroom 3 balcony 2 ownership Freehold Newly Constructed Property Newly Constructed Property brand new 1st floor 3bedroom attach bathrooms stilt car parking modular kitchen air condition prime location c r park read more Contact Agent View Phone No. Share Feedback Nirmala Associates Certified Agent Trusted by Users Genuine Listings 1500+ Buyers Served,1,Ready_to_move,New_Property,Builder_Floor,22200000
810,2,2,Semi-Furnished,Lajpat Nagar,South Delhi,"Dayanand Colony, Lajpat Nagar How Auctions work? The borrower has the physical possession of the Property. However the lender (Bank) can legally sell the Property. super area 810 sqft status Ready to Move floor 1 out of 5 floors transaction Resale balcony 1 Contact Now Enquire Now Auction By Bank",1,Ready_to_move,Resale,Builder_Floor,8910000
2400,4,4,Semi-Furnished,Greater Kailash,South Delhi,"Find Homes, Greater Kailash 2",1,Ready_to_move,New_Property,Apartment,70000000
2400,4,4,Semi-Furnished,Greater Kailash,South Delhi,"Find Homes, Greater Kailash 2",1,Ready_to_move,New_Property,Apartment,70000000
1700,3,3,Semi-Furnished,Friends Colony,South Delhi,"Friends Colony East, New Friends Colony",2,Ready_to_move,New_Property,Builder_Floor,38500000
4200,5,5,Semi-Furnished,Friends Colony,South Delhi,"Friends Colony East, New Friends Colony",2,Ready_to_move,New_Property,Builder_Floor,135500000
2070,3,3,Semi-Furnished,Friends Colony,South Delhi,"Friends Colony East, New Friends Colony",2,Ready_to_move,New_Property,Builder_Floor,37500000
3510,4,4,Semi-Furnished,Friends Colony,South Delhi,"Friends Colony West, New Friends Colony",2,Ready_to_move,Resale,Builder_Floor,45000000
1800,3,3,Semi-Furnished,Alaknanda,South Delhi,"Gangotri Enclave, Alaknanda",2,Ready_to_move,Resale,Apartment,22500000
1800,3,3,Semi-Furnished,Alaknanda,South Delhi,"Gangotri Enclave, Alaknanda",2,Ready_to_move,Resale,Apartment,22500000
2600,4,5,Semi-Furnished,Malviya Nagar,South Delhi,"Geetanjali Enclave Project, Geetanjali Enclave, Malviya Nagar",3,Ready_to_move,New_Property,Builder_Floor,52500000
3600,4,4,Semi-Furnished,Malviya Nagar,South Delhi,"Geetanjali Enclave, Malviya Nagar",3,Ready_to_move,New_Property,Builder_Floor,60000000
3000,4,5,Semi-Furnished,Malviya Nagar,South Delhi,"Geetanjali Enclave, Malviya Nagar",4,Ready_to_move,New_Property,Builder_Floor,74500000
2050,4,4,Semi-Furnished,Malviya Nagar,South Delhi,"Geetanjali Enclave, Malviya Nagar",2,Ready_to_move,New_Property,Builder_Floor,62500000
2200,4,5,Semi-Furnished,Malviya Nagar,South Delhi,"Geetanjali Enclave, Malviya Nagar",2,Ready_to_move,New_Property,Builder_Floor,65000000
2250,4,4,Semi-Furnished,Malviya Nagar,South Delhi,"Geetanjali Enclave, Malviya Nagar",2,Ready_to_move,New_Property,Builder_Floor,57500000
22050,4,4,Semi-Furnished,Greater Kailash,South Delhi,Greater Kailash 1,2,Almost_ready,New_Property,Builder_Floor,51000000
1600,3,3,Semi-Furnished,Greater Kailash,South Delhi,Greater Kailash 1,1,Ready_to_move,New_Property,Builder_Floor,30000000
22050,4,4,Semi-Furnished,Greater Kailash,South Delhi,Greater Kailash 1,2,Almost_ready,New_Property,Builder_Floor,51000000
1600,3,3,Semi-Furnished,Greater Kailash,South Delhi,Greater Kailash 1,1,Ready_to_move,New_Property,Builder_Floor,30000000
1800,3,3,Semi-Furnished,Hauz Khas,South Delhi,Hauz Khas,2,Ready_to_move,New_Property,Builder_Floor,43500000
1800,4,4,Semi-Furnished,Hauz Khas,South Delhi,Hauz Khas,2,Ready_to_move,New_Property,Builder_Floor,80000000
4500,4,4,Semi-Furnished,Hauz Khas,South Delhi,Hauz Khas,2,Ready_to_move,New_Property,Builder_Floor,70000000
1800,3,4,Semi-Furnished,Hauz Khas,South Delhi,Hauz Khas,2,Ready_to_move,New_Property,Builder_Floor,47000000
1600,3,4,Semi-Furnished,Hauz Khas,South Delhi,Hauz Khas,2,Ready_to_move,Resale,Builder_Floor,27500000
2800,4,5,Semi-Furnished,Hauz Khas,South Delhi,Hauz Khas,3,Ready_to_move,New_Property,Builder_Floor,70000000
2300,4,4,Semi-Furnished,Hauz Khas,South Delhi,Hauz Khas,1,Ready_to_move,New_Property,Builder_Floor,102500000
6000,5,5,Semi-Furnished,Hauz Khas,South Delhi,"Hauz Khas Apartment, Hauz Khas Enclave, Hauz Khas",3,Ready_to_move,New_Property,Apartment,180000000
2050,3,3,Semi-Furnished,Hauz Khas,South Delhi,"Hauz Khas Enclave, Hauz Khas",2,Ready_to_move,New_Property,Builder_Floor,71000000
4500,4,5,Semi-Furnished,Hauz Khas,South Delhi,"Hauz Khas Enclave, Hauz Khas",2,Ready_to_move,New_Property,Builder_Floor,85000000
2100,4,5,Semi-Furnished,Hauz Khas,South Delhi,"Hauz Khas Enclave, Hauz Khas",1,Ready_to_move,New_Property,Builder_Floor,56000000
2700,4,4,Semi-Furnished,Hauz Khas,South Delhi,"Hauz Khas Enclave, Hauz Khas",2,Ready_to_move,New_Property,Builder_Floor,100000000
2799,4,4,Semi-Furnished,Greater Kailash,South Delhi,"Kailash Colony, Greater Kailash",,Ready_to_move,New_Property,Builder_Floor,65000000
2200,4,4,Semi-Furnished,Greater Kailash,South Delhi,"Kailash Colony, Greater Kailash",2,Ready_to_move,New_Property,Builder_Floor,47500000
3500,5,5,Semi-Furnished,Greater Kailash,South Delhi,"Kailash Colony, Greater Kailash",1,Ready_to_move,New_Property,Builder_Floor,70000000
2200,4,4,Semi-Furnished,Greater Kailash,South Delhi,"Kailash Colony, Greater Kailash",2,Ready_to_move,New_Property,Builder_Floor,47500000
2200,4,4,Semi-Furnished,Greater Kailash,South Delhi,"Kailash Colony, Greater Kailash",1,Ready_to_move,New_Property,Builder_Floor,40000000
3500,4,4,Semi-Furnished,Greater Kailash,South Delhi,"Kailash Colony, Greater Kailash",3,Ready_to_move,New_Property,Builder_Floor,85000000
1440,3,3,Semi-Furnished,Greater Kailash,South Delhi,"Kailash Colony, Greater Kailash",3,Ready_to_move,New_Property,Builder_Floor,26000000
3150,4,4,Semi-Furnished,Greater Kailash,South Delhi,"Kailash Colony, Greater Kailash",3,Ready_to_move,Resale,Builder_Floor,35000000
900,2,2,Semi-Furnished,Greater Kailash,South Delhi,"Kailash Colony, Greater Kailash",3,Ready_to_move,Resale,Builder_Floor,20000000
3690,4,5,Semi-Furnished,Greater Kailash,South Delhi,"Kailash Colony, Greater Kailash",3,Almost_ready,New_Property,Builder_Floor,79000000
1200,3,2,Semi-Furnished,Greater Kailash,South Delhi,"Kailash Colony, Greater Kailash",3,Ready_to_move,Resale,Builder_Floor,17000000
4500,4,4,Semi-Furnished,Greater Kailash,South Delhi,"Kailash Colony, Greater Kailash",2,Ready_to_move,Resale,Builder_Floor,47500000
2799,4,4,Semi-Furnished,Greater Kailash,South Delhi,"Kailash Colony, Greater Kailash",2,Ready_to_move,New_Property,Builder_Floor,43000000
2177,4,5,Semi-Furnished,Greater Kailash,South Delhi,"Kailash Colony, Greater Kailash",2,Ready_to_move,New_Property,Builder_Floor,51000000
1500,3,3,Semi-Furnished,Greater Kailash,South Delhi,"Kailash Colony, Greater Kailash",2,Ready_to_move,New_Property,Builder_Floor,40000000
4500,4,4,Semi-Furnished,Greater Kailash,South Delhi,"Kailash Colony, Greater Kailash",1,Ready_to_move,New_Property,Builder_Floor,70000000
2107,4,4,Semi-Furnished,Greater Kailash,South Delhi,"Kailash Colony, Greater Kailash",2,Ready_to_move,New_Property,Apartment,51100000
1150,3,3,Semi-Furnished,Greater Kailash,South Delhi,"Kailash Colony, Greater Kailash",1,Ready_to_move,New_Property,Builder_Floor,25500000
4500,4,4,Semi-Furnished,Greater Kailash,South Delhi,"Kailash Colony, Greater Kailash",2,Ready_to_move,Resale,Builder_Floor,55000000
1150,3,3,Semi-Furnished,Greater Kailash,South Delhi,"Kailash Colony, Greater Kailash",2,Ready_to_move,New_Property,Builder_Floor,26000000
2000,4,4,Semi-Furnished,Greater Kailash,South Delhi,"Kailash Colony, Greater Kailash",2,Ready_to_move,Resale,Builder_Floor,38000000
4500,4,5,Semi-Furnished,Greater Kailash,South Delhi,"Kailash Colony, Greater Kailash",2,Ready_to_move,Resale,Builder_Floor,72500000
3000,4,5,Semi-Furnished,Greater Kailash,South Delhi,"Kailash Colony, Greater Kailash",4,Ready_to_move,New_Property,Builder_Floor,65000000
2200,4,4,Semi-Furnished,Friends Colony,South Delhi,"Kalindi Colony, Maharani Bagh, New Friends Colony",2,Ready_to_move,Resale,Builder_Floor,50000000
900,3,2,Semi-Furnished,Malviya Nagar,South Delhi,"Khirki extension, Malviya Nagar",1,Ready_to_move,Resale,Apartment,6200000
900,2,2,Semi-Furnished,Lajpat Nagar,South Delhi,Lajpat Nagar,1,Ready_to_move,New_Property,Apartment,13500000
1650,3,3,Semi-Furnished,Lajpat Nagar,South Delhi,Lajpat Nagar,1,Ready_to_move,Resale,Builder_Floor,30000000
8000,4,5,Semi-Furnished,Lajpat Nagar,South Delhi,Lajpat Nagar,1,Ready_to_move,New_Property,Builder_Floor,240000000
8000,4,5,Semi-Furnished,Lajpat Nagar,South Delhi,Lajpat Nagar,1,Ready_to_move,New_Property,Builder_Floor,240000000
850,2,2,Semi-Furnished,Lajpat Nagar,South Delhi,Lajpat Nagar 1,1,Ready_to_move,Resale,Builder_Floor,11500000
890,2,2,Semi-Furnished,Lajpat Nagar,South Delhi,Lajpat Nagar 1,1,Ready_to_move,Resale,Builder_Floor,8300000
1710,3,3,Semi-Furnished,Lajpat Nagar,South Delhi,Lajpat Nagar 2,4,Ready_to_move,New_Property,Builder_Floor,26000000
1500,3,3,Semi-Furnished,Lajpat Nagar,South Delhi,Lajpat Nagar 2,2,Ready_to_move,New_Property,Builder_Floor,26000000
900,2,2,Semi-Furnished,Lajpat Nagar,South Delhi,Lajpat Nagar 2,1,Ready_to_move,New_Property,Builder_Floor,15800000
850,2,2,Semi-Furnished,Lajpat Nagar,South Delhi,Lajpat Nagar 2,1,Ready_to_move,Resale,Builder_Floor,14600000
1710,3,3,Semi-Furnished,Lajpat Nagar,South Delhi,Lajpat Nagar 2,4,Ready_to_move,New_Property,Builder_Floor,26000000
1500,3,3,Semi-Furnished,Lajpat Nagar,South Delhi,Lajpat Nagar 2,2,Ready_to_move,New_Property,Builder_Floor,26000000
850,2,2,Semi-Furnished,Lajpat Nagar,South Delhi,Lajpat Nagar 2,2,Ready_to_move,Resale,Builder_Floor,14600000
1575,3,3,Semi-Furnished,Lajpat Nagar,South Delhi,Lajpat Nagar 2,1,Ready_to_move,New_Property,Builder_Floor,25500000
1675,3,3,Semi-Furnished,Lajpat Nagar,South Delhi,Lajpat Nagar 2,2,Ready_to_move,New_Property,Builder_Floor,31000000
1350,3,3,Semi-Furnished,Lajpat Nagar,South Delhi,Lajpat Nagar 2,2,Ready_to_move,Resale,Builder_Floor,22000000
900,2,2,Semi-Furnished,Lajpat Nagar,South Delhi,Lajpat Nagar 2,2,Ready_to_move,New_Property,Builder_Floor,13400000
1800,3,3,Semi-Furnished,Lajpat Nagar,South Delhi,Lajpat Nagar 2,2,Almost_ready,New_Property,Builder_Floor,35000000
1100,2,3,Semi-Furnished,Lajpat Nagar,South Delhi,Lajpat Nagar 2,1,Ready_to_move,New_Property,Builder_Floor,22500000
810,2,2,Semi-Furnished,Lajpat Nagar,South Delhi,Lajpat Nagar 2,1,Ready_to_move,New_Property,Builder_Floor,15500000
1500,3,3,Semi-Furnished,Lajpat Nagar,South Delhi,Lajpat Nagar 2,1,Ready_to_move,New_Property,Builder_Floor,26000000
900,2,2,Semi-Furnished,Lajpat Nagar,South Delhi,Lajpat Nagar 2,1,Ready_to_move,New_Property,Builder_Floor,15800000
1350,3,3,Semi-Furnished,Lajpat Nagar,South Delhi,Lajpat Nagar 2,1,Ready_to_move,New_Property,Builder_Floor,25000000
750,2,2,Semi-Furnished,Lajpat Nagar,South Delhi,Lajpat Nagar 2,1,Ready_to_move,New_Property,Builder_Floor,16500000
1350,3,3,Semi-Furnished,Lajpat Nagar,South Delhi,Lajpat Nagar 2,1,Ready_to_move,New_Property,Builder_Floor,26000000
1450,3,3,Semi-Furnished,Lajpat Nagar,South Delhi,Lajpat Nagar 3,2,Ready_to_move,New_Property,Builder_Floor,30000000
1260,3,3,Semi-Furnished,Lajpat Nagar,South Delhi,Lajpat Nagar 3,1,Ready_to_move,Resale,Builder_Floor,21000000
1500,3,3,Semi-Furnished,Lajpat Nagar,South Delhi,Lajpat Nagar 3,1,Ready_to_move,Resale,Builder_Floor,31500000
900,1,1,Semi-Furnished,Lajpat Nagar,South Delhi,Lajpat Nagar 3,,Ready_to_move,Resale,Builder_Floor,8900000
1450,3,3,Semi-Furnished,Lajpat Nagar,South Delhi,Lajpat Nagar 3,2,Ready_to_move,New_Property,Builder_Floor,37500000
1450,3,3,Semi-Furnished,Lajpat Nagar,South Delhi,Lajpat Nagar 3,2,Ready_to_move,New_Property,Builder_Floor,30000000
1260,3,3,Semi-Furnished,Lajpat Nagar,South Delhi,Lajpat Nagar 3,2,Ready_to_move,Resale,Builder_Floor,21000000
1710,3,3,Semi-Furnished,Lajpat Nagar,South Delhi,Lajpat Nagar 3,1,Ready_to_move,Resale,Builder_Floor,30000000
1500,3,3,Semi-Furnished,Lajpat Nagar,South Delhi,Lajpat Nagar 3,1,Ready_to_move,Resale,Builder_Floor,31500000
1710,3,3,Semi-Furnished,Lajpat Nagar,South Delhi,Lajpat Nagar 3,1,Ready_to_move,Resale,Builder_Floor,24800000
1350,3,3,Semi-Furnished,Lajpat Nagar,South Delhi,Lajpat Nagar 3,2,Ready_to_move,Resale,Builder_Floor,35000000
1500,3,3,Semi-Furnished,Lajpat Nagar,South Delhi,Lajpat Nagar 3,1,Ready_to_move,Resale,Builder_Floor,40000000
2700,4,4,Semi-Furnished,Lajpat Nagar,South Delhi,Lajpat Nagar 3,2,Ready_to_move,Resale,Builder_Floor,55000000
1400,3,3,Semi-Furnished,Lajpat Nagar,South Delhi,Lajpat Nagar 3,1,Ready_to_move,New_Property,Builder_Floor,32500000
1700,3,3,Semi-Furnished,Lajpat Nagar,South Delhi,Lajpat Nagar 3,1,Ready_to_move,Resale,Builder_Floor,27500000
1400,3,3,Semi-Furnished,Lajpat Nagar,South Delhi,Lajpat Nagar 3,2,Ready_to_move,New_Property,Builder_Floor,32500000
1450,3,3,Semi-Furnished,Lajpat Nagar,South Delhi,Lajpat Nagar 3,1,Ready_to_move,New_Property,Builder_Floor,45000000
1350,3,3,Semi-Furnished,Lajpat Nagar,South Delhi,Lajpat Nagar 3,1,Ready_to_move,Resale,Builder_Floor,21000000
6000,5,5,Semi-Furnished,Friends Colony,South Delhi,"Maharani Bagh, New Friends Colony",9,Ready_to_move,New_Property,Builder_Floor,220000000
2500,3,3,Semi-Furnished,Friends Colony,South Delhi,"Maharani Bagh, New Friends Colony",2,Ready_to_move,Resale,Apartment,50000000
10350,4,7,Semi-Furnished,Friends Colony,South Delhi,"Maharani Bagh, New Friends Colony",3,Ready_to_move,New_Property,Apartment,160000000
4800,3,4,Semi-Furnished,Friends Colony,South Delhi,"Maharani Bagh, New Friends Colony",1,Ready_to_move,Resale,Builder_Floor,85000000
7200,4,4,Semi-Furnished,Friends Colony,South Delhi,"Maharani Bagh, New Friends Colony",2,Ready_to_move,Resale,Builder_Floor,120000000
800,3,2,Semi-Furnished,Mahavir Enclave,South Delhi,Mahavir Enclave,1,Ready_to_move,New_Property,Builder_Floor,4400000
600,2,2,Semi-Furnished,Mahavir Enclave,South Delhi,Mahavir Enclave,1,Ready_to_move,New_Property,Apartment,3000000
770,2,2,Semi-Furnished,Mahavir Enclave,South Delhi,Mahavir Enclave,1,Ready_to_move,New_Property,Builder_Floor,3790000
810,3,2,Semi-Furnished,Mahavir Enclave,South Delhi,Mahavir Enclave,1,Ready_to_move,New_Property,Apartment,4200000
820,3,2,Semi-Furnished,Mahavir Enclave,South Delhi,Mahavir Enclave,1,Ready_to_move,Resale,Builder_Floor,5200000
1100,3,2,Semi-Furnished,Mahavir Enclave,South Delhi,Mahavir Enclave Part 1,1,Ready_to_move,New_Property,Builder_Floor,7500000
527,2,2,Semi-Furnished,Mahavir Enclave,South Delhi,Mahavir Enclave Part 1,1,Ready_to_move,Resale,Builder_Floor,3500000
1000,3,2,Semi-Furnished,Mahavir Enclave,South Delhi,Mahavir Enclave Part 1,1,Ready_to_move,Resale,Builder_Floor,6200000
450,1,1,Semi-Furnished,Mahavir Enclave,South Delhi,Mahavir Enclave Part 1,1,Ready_to_move,New_Property,Builder_Floor,2500000
450,1,1,Semi-Furnished,Mahavir Enclave,South Delhi,Mahavir Enclave Part 1,1,Ready_to_move,New_Property,Builder_Floor,2100000
500,2,2,Semi-Furnished,Mahavir Enclave,South Delhi,Mahavir Enclave Part 1,1,Ready_to_move,Resale,Apartment,3200000
600,2,1,Semi-Furnished,Mahavir Enclave,South Delhi,Mahavir Enclave Part 1,1,Ready_to_move,Resale,Apartment,3000000
900,3,2,Semi-Furnished,Mahavir Enclave,South Delhi,Mahavir Enclave Part 1,1,Almost_ready,New_Property,Builder_Floor,5900000
945,3,2,Semi-Furnished,Mahavir Enclave,South Delhi,Mahavir Enclave Part 1,1,Ready_to_move,Resale,Apartment,5500000
720,3,2,Semi-Furnished,Mahavir Enclave,South Delhi,Mahavir Enclave Part 1,1,Ready_to_move,Resale,Builder_Floor,4500000
1000,2,2,Semi-Furnished,Mahavir Enclave,South Delhi,Mahavir Enclave Part 1 carpet area 1000 sqft status Ready to Move floor 2 out of 4 floors transaction Resale furnishing Semi-Furnished facing East car parking 1 Covered bathroom 2 balcony 2 East Facing Property this property is for sale purpose.......................... Contact Owner View Phone No. Share Feedback Owner Twinkle Sudan,1,Ready_to_move,Resale,Builder_Floor,6500000
450,2,1,Semi-Furnished,Mahavir Enclave,South Delhi,Mahavir Enclave Part 3,1,Ready_to_move,Resale,Apartment,1700000
459,2,2,Semi-Furnished,Mahavir Enclave,South Delhi,Mahavir Enclave Part 3,1,Ready_to_move,Resale,Builder_Floor,2200000
800,2,2,Semi-Furnished,Malviya Nagar,South Delhi,Malviya Nagar,1,Ready_to_move,New_Property,Builder_Floor,12000000
550,2,2,Semi-Furnished,Malviya Nagar,South Delhi,Malviya Nagar,2,Ready_to_move,Resale,Builder_Floor,10700000
700,2,2,Semi-Furnished,Malviya Nagar,South Delhi,Malviya Nagar,1,Ready_to_move,Resale,Apartment,9000000
100,3,2,Semi-Furnished,Malviya Nagar,South Delhi,Malviya Nagar,1,Ready_to_move,Resale,Builder_Floor,17000000
